2758	See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	NOT
4216	life he only had children staying at his neverland	život měl jen děti zůstávající v jeho nikdylandu	[1, 1, 1]	ERR
528	Yo Rox Chillin Lately? Hows Grade 10? See Yea Bye Ronald Davis	Jo Rox Chillin v poslední době ? Jak stupeň 10 ? Viz Jo Bye Ronald Davis	[0, 1, 0]	NOT
6535	I’m going to cut out your maggot-infested tongue and stick it so far up your polluted arse that you’ll be able to lick your eyes.	Chystám se vyříznout tvůj červi nakažený jazyk a strčit ho tak daleko do tvého znečištěného zadku , že budete moci lízat oči .	[0, 0, 1]	NOT
6483	Slow and high cost internet connection in Uganda is a barrier to information development	Pomalé a vysoké náklady na připojení k internetu v Ugandě je překážkou rozvoje informací	[0, 0, 0]	NOT
5083	Why'd you protect Doctor Steel from re-creation? There was no fair use violation.	Proč jste chránil Doktora Steela před opětovným vytvářením ?	[0, 0, 3]	NOT
8087	REDIRECT Talk:Polytechnic University of the Philippines Cabiao	REDIRECT Talk : Polytechnická univerzita Filipín Cabiao	[0, 0, 0]	NOT
5957	OMG, I'm goin' crazy. When I've used IP of anyone o_0 ? Say me it's just a bad dream (o maybe, that I'm just an idiot -))) )... A desperate	Když jsem použil IP někoho o_0 ? Řekni mi , že je to jen špatný sen ( o možná , že jsem jen idiot - ) ) ) ) . . . zoufalý	[0, 0, 1]	NOT
7416	Previous Comment Unsigned by User Cumberbund has 3 edits to Wikipedia, all for this page, IP address resolves to	Předchozí komentář Unsigned by User Cumberbund má 3 edity na Wikipedii , všechny pro tuto stránku , IP adresa řeší na	[0, 0, 0]	NOT
1112	It's religion, not reality. At least it's not as wacky as Ragnarok.	Je to náboženství , ne realita , aspoň to není tak šílené jako Ragnarok .	[0, 0, 0]	NOT
5686	Who are YOU to tell ME??!! I'll do WHAT I like WHEN I like...cocksucker!!	Kdo jsi , abys mi řekla ? ? ! ! Udělám , co budu chtít , když budu chtít . . . cocksucker ! !	[1, 1, 1]	ERR
5300	and the point is not what are aromanians, but preserve this unique language and culture which is not a threat to noones identity.	a nejde o to , co jsou aromani , ale o zachování tohoto jedinečného jazyka a kultury , který není hrozbou pro ničí identitu .	[0, 1, 0]	NOT
3724	used in this article due to their not being available in	použité v tomto článku vzhledem k tomu , že nejsou dostupné v	[0, 0, 0]	NOT
1951	The reason is that you are too lazy to clear all the crap in english Wiki.	Důvodem je , že jste příliš líný , aby vymazat všechny blbosti v anglickém Wiki .	[0, 0, 0]	NOT
8140	and Topelius' family originated from Liminka, a definately unilingual Finnish municipality	a Topeliusova rodina pochází z Liminka , jednoznačně jednotné finské obce	[1, 1, 0]	ERR
6579	and edit korean page. also, edit false information & delete page.	a upravit korejskou stránku . také , upravit falešné informace a vymazat stránku .	[0, 0, 0]	NOT
3532	I would request someone to put a different picture of the Kachera as it does not look like the Kachera that is traditionally worn in Sikhism.	Chtěl bych požádat někoho , aby dal jiný obrázek Kachery , protože nevypadá jako Kachera , která se tradičně nosí v Sikhismus .	[0, 0, 0]	NOT
578	Thanks, agreed. I'll just ignore it now. Best wishes and thanks for your time.	Díky , souhlasím , teď to prostě ignoruju , přeji vám to nejlepší a díky za váš čas .	[0, 0, 0]	NOT
2592	Because when I read them over again it didn't make sense.	Protože když jsem je přečetl znovu , nemělo to smysl .	[0, 0, 0]	NOT
7149	The Yearbook of the Greek Orthodox Church and the link to it's website is a verifiable source.	Ročenka Řecké pravoslavné církve a odkaz na její internetovou stránku jsou ověřitelným zdrojem .	[0, 0, 0]	NOT
400	His Deputy is always a Canadian Forces officer. (It is possible that a U.S. admiral has commanded NORAD a few times.)	Jeho zástupce je vždy důstojníkem Kanadských sil ( je možné , že americký admirál několikrát velel NORAD ) .	[0, 0, 0]	NOT
663	he said he's married in a recent NME interview, November 15. [URL] (UTC)	řekl , že se oženil v nedávném rozhovoru NME , 15 . listopadu . [ URL ] ( UTC )	[0, 0, 0]	NOT
4295	Review Isn't it a bit unfair to have the one review on here be a negative one?	Recenze Není to trochu nespravedlivé , když je tu jedna recenze negativní ?	[0, 1, 0]	NOT
1626	in roots series, episode 5, sets thats events in 1841	v roots seriálu , epizoda 5 , nastavuje , žes události v 1841	[0, 0, 0]	NOT
9051	I NEED MORE INFORMATION ABOUT AMINE DEGRADATION IN GAS TREATING PLANT i.e TO REMOVE H2S.	Potřebuji více informací o mém zhoršení v plynu TREATING PLANT tj . odstranit H2S .	[0, 1, 0]	NOT
9425	We'll let Verbal decide whether to delete my comments.	Dovolíme Verbalovi , aby se rozhodl , zda si moje komentáře vymaže .	[0, 0, 0]	NOT
1423	I have never broken a single rule in editing Argument from Silence, nor is it part of my topic-ban.	Nikdy jsem neporušil ani jedno pravidlo při úpravě Argument from Silence , ani to není součástí mého zákazu témat .	[0, 0, 0]	NOT
9978	You sad cocksucker..stop editing my article otherwise I am going to report you and sue you!!!!!!!!!!	Ty smutný hajzle . . přestaň upravovat můj článek jinak tě budu hlásit a žalovat tě ! ! ! ! ! ! ! ! ! !	[0, 0, 0]	NOT
6415	Wow, if you had legitimate employment, this is what your tax dollars would go to. Hilarity ensues. (End Scene)	Páni , kdybys měl legitimní zaměstnání , tak by to byly tvoje daně .	[0, 0, 0]	NOT
5015	The difference between holomorphic and non-holomorphic Eisenstein series should be explained in the article.	Rozdíl mezi holomorfní a non - holomorfní Eisenstein řady by měl být vysvětlen v článku .	[1, 1, 0]	ERR
3720	I'll go back to the Dutch Wiki - mwaaaaaaaahahaha	Vrátím se k nizozemské Wikipedii - Mwaaaaaaaahahaha	[0, 0, 0]	NOT
1440	I personally am open to your suggestion. Could you help me understand what holy or Holy means?	Osobně jsem otevřený vašemu návrhu . Mohl byste mi pomoci pochopit , co znamená svaté nebo svaté ?	[0, 0, 0]	NOT
1222	Microsoft Flight Simulator has been rated well by real world pilots, and does follow some realistic flight dynamics.	Microsoft Flight Simulator byl oceněn dobře piloty z reálného světa , a dochází k některým reálným letové dynamiky .	[0, 0, 0]	NOT
3156	I can create another account with another IP, but I am not interested contributing in wikipedia anymore.	Můžu vytvořit další účet s jiným IP , ale já nejsem zájem přispívat v wikipedia už .	[0, 0, 0]	NOT
9151	I did the job by hand. I hope it won ́t be deleted. Any suggestions?	Dělal jsem to ručně . Doufám , že to nebude smazáno .	[0, 0, 0]	NOT
9647	Why do you think you can correct my edits? Do I come into your house and shit on the floor? No, I don't. So stay out of mine.	Proč si myslíš , že můžeš opravit moje úpravy ?	[0, 1, 0]	NOT
8198	No problem, didn't know, was going for verification is all.	Žádný problém , nevěděl jsem , jít na ověření je vše .	[0, 0, 0]	NOT
3713	I've removed the tracklist because, well, it was a fake. There has been no confirmed tracklist released yet.	Odstranil jsem seznam skladeb , protože , no , byl to falešný . Ještě není potvrzený seznam skladeb .	[0, 0, 0]	NOT
2333	It is an established scientific fact that this genus enjoyed the Stone Temple Pilots.	Je zjištěnou vědeckou skutečností , že tento rod se těšil Stone Temple Pilots .	[0, 0, 0]	NOT
9730	REDIRECT Talk:City of Bradford Metropolitan District Council election, 2003	REDIRECT Talk : Volby do městské rady v Bradfordu , 2003	[0, 0, 0]	NOT
3505	What you have done to Parents Music Resource Center is considered vandalism. This is your first warning.	To , co jste udělali Parents Music Resource Center je považováno za vandalismus . Tohle je vaše první varování .	[0, 0, 0]	NOT
5658	Although, it is an uncertain death, so the text should stay present tense until we have confirmation.	I když je to nejistá smrt , takže text by měl zůstat v aktuálním stavu , dokud nebudeme mít potvrzení .	[0, 1, 0]	NOT
7275	you know i can still edit cos my ip changes every day so ha ha	Víš , že pořád můžu upravit , protože můj Ip se mění každý den , takže ha ha	[0, 0, 0]	NOT
8638	You might be interested to know that Ckatz has a long history of disruptive behavior. .For an adminstartor this is not a very good thing.	Možná by vás zajímalo , že Ckatz má dlouhou historii narušujícího chování . . Pro adminstartora to není moc dobrá věc .	[0, 0, 0]	NOT
5881	You aren't supposed to block without proper discussion peticularly with the user you are requested to block.	Neměli byste blokovat bez řádné diskuze zejména s uživatelem , kterého jste požádali , aby blokoval .	[0, 0, 0]	NOT
5665	Another website, though it maybe viewed as biased: [URL]	Jiná webová stránka , i když je možná považována za zkreslenou : [ URL ]	[0, 0, 0]	NOT
7447	wikipedia moderators are incredibly unfair, placing restrictions on my freedom of speech	moderátoři wikipedia jsou neuvěřitelně nespravedlivé , umísťování omezení na mou svobodu projevu	[0, 0, 0]	NOT
7956	imdb.com declares it Comedy and allmovie.com declares it a Horror-Comedy, odd really.	Imdb . com to prohlašuje Comedy a allmovie . com to prohlašuje Horror - Comedy , zvláštní opravdu .	[0, 1, 0]	NOT
6250	the normal style for these talk pages. Did you know you can generate the signature by typing four tildes: ~~~~.)	normální styl pro tyto stránky rozhovoru . Věděli jste , že můžete vygenerovat podpis zadáním čtyř tipů : ~~~~ . )	[0, 0, 0]	NOT
5728	I disgree. I think it's a great way to honor user(s) work.	Myslím , že je to skvělý způsob , jak ctít práci uživatelů .	[0, 1, 1]	ERR
8146	Net does not deserve a section on this page. They are a group of four bloggers.( )	Net si nezaslouží sekci na této stránce . Jedná se o skupinu čtyř blogerů . ( )	[0, 0, 0]	NOT
898	Alex Johnson is also a star in all of the school plays which adds to his gayness. this could all be avoided with his mutton chops and quer gotee	Alex Johnson je také hvězdou ve všech školních hrách , které doplňuje jeho gayness . to vše by se dalo vyhnout jeho mutton chops a quer gotee	[1, 0, 1]	ERR
5325	This IP address is shared amongst users of Vodafone UK's 3G services==	Tato IP adresa je sdílena mezi uživateli služeb Vodafone UK 3G==	[0, 0, 0]	NOT
3586	Why are you changing the lede without consensus for the change? This is bad faith editing.	Proč měníte člověka bez konsensu pro změnu ?	[1, 1, 3]	ERR
2332	YOU'VE IDENTIFIED ADDITIONAL CITATIONS, INCORPORATE THEM. REVISE THE ARTICLE SO IT ISN'T A BLATANT COPYVIO PROBLEM. SIMPLE.	Uvědomili jste si dodatečné ceny , neoprávněné . Přečtěte si článek , aby to nebyl strašný COPYVIO problém .	[3, 1, 1]	ERR
7581	Excuse me, but if you are not an administrator this does not concern you.	Promiňte , ale pokud nejste správce , tak se vám to netýká .	[0, 0, 0]	NOT
6301	Apparently I am not allowed to edit my own user page. The previous image doesn't even exist on wikipedia any more.	Zdá se , že nemám povoleno upravovat svou vlastní uživatelskou stránku . Předchozí obrázek ještě ani neexistuje na wikipedia .	[1, 0, 0]	NOT
9092	The above user is a nutter and has been banned from wikipedia.	Výše uvedený uživatel je nutter a byl zakázán z wikipedia .	[0, 0, 0]	NOT
6127	unsubstantiated accusations which you have declined to justify when asked to,	neopodstatněné obvinění , které jste odmítl odůvodnit , když jste o ně byl požádán ,	[0, 0, 0]	NOT
8394	I guess I'll leave it for now If someone else wants to review the content and do the redirect that's fine by me.	Hádám , že to nechám na chvíli Jestli chce někdo jiný přezkoumat obsah a udělat přesměrování , je to v pohodě .	[0, 0, 0]	NOT
8246	Check than American Kennel Club breed standards. They say the same thing. I breed this dog.	Zkontrolovali jsme to , co říkají standardy amerického Kennel Clubu .	[0, 0, 0]	NOT
1916	REDIRECT Talk:Young Hunters: The Beast of Bevendean	REDIRECT Talk : Mladí lovci : Zvíře Bevendean	[0, 1, 0]	NOT
1111	Haha, well then. Still no explanation of whom I harassed, but oh well.	Pořád žádné vysvětlení toho , koho jsem obtěžoval , ale dobře .	[0, 0, 1]	NOT
5489	Uh...the copyright holder isn't Hitler. (Just in case anyone took that comment seriously.) 	Uh . . . držitelem autorského práva není Hitler . ( Pro případ , že někdo vzal tento komentář vážně . )	[0, 0, 0]	NOT
235	The Israelis are committing massacres in Gaza, but nobody listens. There is even no photos which exposes those who permitted these massacres.	Izraelci v Gaze provádějí masakry , ale nikdo neposlouchá , ani žádné fotografie neodhalují ty , kdo tyto masakry dovolávali .	[1, 0, 0]	NOT
2998	thanks for the encouragement, I will work on expanding it as soon as I can.melcas	Díky za povzbuzení , budu pracovat na jeho rozšíření , jakmile budu moci . melcas	[0, 0, 0]	NOT
5267	Quit vandalizing the pages or you will be blocked.-	Přestaň vandalisovat stránky , jinak budeš blokován . -	[0, 0, 0]	NOT
4946	Cemeteries== I'll remove those sections from cities in Marion County, Kansas area, though grudgingly. Give me some time to do it. ==	Pohřbitova== Odstraním ty části z měst v hrabství Marion , v oblasti Kansasu , i když s lítostí .	[1, 0, 1]	ERR
3562	Friend, you are accountable to me as a fellow user and a civil being for a civil explanation of your blocking action. Thank you.	Příteli , jste mi zodpovědný jako spoluuživatel a civilní bytost za civilní vysvětlení vaší blokovací akce . Děkuji .	[0, 0, 0]	NOT
1874	Legal History IS Valid from Journalistic and Legal POV	Právní historie je platná z novinářského a právního POV	[0, 0, 0]	NOT
4681	Hi Susan, I left you an additional reply to your Teahouse question —	Ahoj Susan , nechala jsem ti dodatečnou odpověď na tvou otázku Teahouse -	[0, 0, 1]	NOT
4423	you shouldn't create autobiographies and you're not notable	neměla bys vytvářet autobiografie a nebyla bys slavná .	[1, 0, 0]	NOT
2104	go kill yourself, nobody cares about standardization	Běžte se zabít , nikoho nezajímá standardizace .	[0, 0, 0]	NOT
